# lawmax-phase1-evidence-ledger/1
# source_commit	e621dbe1d00f3a18039b63fc0dfc3ff08ce21a03
# source_tree	23b7a6f4450f50d151d38e13020bee9872e73bcd
# historical_baseline	57c0cd868c80f87df8e298c9aa75b8ccf2503391
# corroboration_commit	2b910271f11fc462eee1378fb9a77623c791fcbf
# generated_at_utc	2026-08-26T00:36:43Z
# rows	104
# evidence_classes	MECHANICALLY-PROVED=73; EMPIRICALLY-REPRODUCED=2; SOURCE-GROUNDED-INFERENCE=23; UNRESOLVED=6
# provenance	claude-p1a-corrected=2; claude-p1a-validated=11; deepseek-corrected=1; deepseek-invalidated=1; deepseek-retained=5; newly-established=84
# unresolved_rows	6
# self_sha256_convention	sha256 of this file with the 64 hex characters after '# self_sha256\t' replaced by 64 zeros
# self_sha256	6e14a2d5137696db2371abd0ca668efd40de7bff62ad85e6cc96ac045ec7e197
#
id	evidence_class	provenance	path	line_start	line_end	blob_sha1	claim	method
EV-V-004	MECHANICALLY-PROVED	newly-established	deployment/verify/vectors/merkle/vectors.json			09de39c62061ac4c0a931b866c54c33a9edd4959	The committed golden vectors do cover the full differential range the capture protocol claims: the differential block spans n=0..64 with 65 roots. The separate trees block covers only twelve values of n up to 17, so the wide coverage rests entirely on the differential block.	structural analysis of the vectors file
EV-V-005	SOURCE-GROUNDED-INFERENCE	newly-established	authority-v2/capture/capture.py	51	51	a42bc1fc83c411304f1258446f9e11421d40f5cd	The capture reference implementation requires Linux 5.6 or newer for openat2 and refuses explicitly (openat2-unavailable) rather than falling back; it is therefore inoperable on this Windows checkout and depends on the container platform.	read of the stated requirement and of the ENOSYS branch
EV-V-006	SOURCE-GROUNDED-INFERENCE	newly-established	authority-v2/capture/CAPTURE-PROTOCOL.sexp			3caa948f28aef25f16c1993c74c64115cb4da82b	The protocol retracts its own strongest claim: 'divergence of the Merkle seat is structurally impossible' is marked :retracted because a mutation failing only at n=18 passed the finite vector set. What is claimed now is detection — full-range vectors, a second structurally different MTH algorithm compared on every call, and a differential test against the production Lisp seat.	read of the :retracted-claims block
EV-V-007	MECHANICALLY-PROVED	newly-established	authority-v2/genesis/out/legacy-conformance.json			35f612a7ecfa685f8e0e02d8b849fceebcd55443	Zero of the 24 evaluated legacy releases (18 content-addressed plus 6 timestamp-named) conform to the new epoch: no single conjunct of C1..C6 passes on any release. The result is partly analytic: C5 is a hardcoded False in the checker (conformance-check.py:82), so no release could ever conform. C1, C2, C3, C4 and C6 are genuine filesystem checks and all five fail on all 24 independently of C5.	aggregation over the per-release conjunct results, read against the checker source
EV-V-008	MECHANICALLY-PROVED	newly-established	<repo>				The genesis inventory is exactly reproducible from the tree: output/ holds 6 corpora with 3 content-addressed releases each (18), plus 6 timestamp-named 2025-01-01T000000Z directories, totalling the declared 24; output_run1/ holds the 7 declared historical releases.	enumeration of release directories under output/*/releases/ and output_run1/releases/
EV-V-009	MECHANICALLY-PROVED	newly-established	authority-v2/genesis/out/legacy-snapshot.json			32aef251ee3d23040248494578047ff9eadc0fbd	The snapshot's declared file_count of 29,911 equals the exact number of tracked paths under the three declared legacy namespace roots: output/ 29,204 + output_run1/ 706 + releases/ 1.	path counts over the tracked tree compared with the declared count
EV-V-010	MECHANICALLY-PROVED	newly-established	authority-v2/genesis/out/legacy-adoption-certificate.unsigned.json			7b483f4ad90ad66a7e1ce623921e32d4ef8b867b	The certificate's genesis_policy_hash equals the actual sha256 of authority-v2/genesis/genesis-policy.sexp (9a04b3cd8970cb723948ab72b15479383061f81fd687d1e90a9e79b0e2dc0f21); the genesis policy binding is live and correct.	sha256 of the policy blob compared with the declared field
EV-V-011	SOURCE-GROUNDED-INFERENCE	newly-established	authority-v2/genesis/out/legacy-adoption-certificate.unsigned.json			7b483f4ad90ad66a7e1ce623921e32d4ef8b867b	The adoption certificate is unsigned by construction and carries canonical_encoding 'PENDING-EVERPARSE'; the genesis policy declares production signature and TSA status fail-closed pending an owner-root ceremony, so sequence 0 confers no authority.	read of the certificate fields against genesis-policy.sexp
EV-V-012	MECHANICALLY-PROVED	newly-established	authority-v2/genesis/out/legacy-snapshot.json			32aef251ee3d23040248494578047ff9eadc0fbd	Every one of the seven output_run1 release directory names carries the private-use codepoint U+F03A in place of ':' (utf-8 hex ef80ba), an encoding anomaly the snapshot records rather than normalises.	read of the dir_name_utf8_hex and name_encoding_anomaly fields for all seven entries
EV-V-013	SOURCE-GROUNDED-INFERENCE	newly-established	authority-v2/log/witness-policy.sexp			930f28e09500ba85b3e9aa60e96eb05b97c584fe	The witness layer is policy only: external_quorum_status is disabled, split-view-resistance-claim is nil, the C2SP wire format is blocked-spec-input, and local fake witnesses carry :counts-toward-quorum nil. The quorum requires three signatures from three independently-operated witnesses and none exists.	read of the quorum, freshness and fake-witness blocks
EV-V-014	SOURCE-GROUNDED-INFERENCE	newly-established	authority-v2/roles/ROLES-MODEL.sexp			e49e785daa1579cf924a158b11fa9a836801d650	The TUF-class role model explicitly disclaims conformance (:tuf-conformance-claim nil) because the normative text is unretrievable, and it is 1-of-1 offline root today, with the threshold field present for a future real quorum.	read of the model header and the root role
EV-V-015	SOURCE-GROUNDED-INFERENCE	newly-established	authority-v2/roles/ceremony.sh			0597f740f93324432d95d1977fb154e3d13811bb	Ceremony tooling for genesis, rotation, revocation and recovery is complete and rehearsable with test keys; every production command routes to a stop point that exits 3 and names the out-of-band obligations (air-gap, HSM, transcript, witnesses, two-channel publication).	read of require_rehearsal and of the four rehearsal commands
EV-V-016	SOURCE-GROUNDED-INFERENCE	newly-established	authority-v2/toolchain/trusted-toolchain-manifest.sexp			797727552b95c2e848d55e41201d0040c0e0ce40	The end-to-end refinement chain is declared in five links with per-link obligations; links 1 and 2 are blocked-toolchain, link 3 is externally blocked on a CompCert commercial licence whose decision is pending with the creator, link 4 is not started, and link 5 is a declared residual TCB of eleven named items.	read of the refinement chain, licence gate and residual TCB list
EV-V-017	SOURCE-GROUNDED-INFERENCE	newly-established	.github/workflows/docker-orchestrator.yml	111	161	9b3dd5e36c768967388e624f40402b3202d520b7	A new CI job, authority-v2-boundary, runs the single proof-runner seat with AUTHORITY_V2_REQUIRE_ALL=1 (so BLOCKED becomes an error), then the three Lisp suites, then the two honesty gates; tag-release now depends on it. The completion matrix records that this workflow has never run: zero Actions runs and zero status contexts.	read of the job definition and of the matrix's residual assumption
EV-U-001	UNRESOLVED	newly-established	<repo>				Whether any of the recorded proof executions actually happened as recorded is not determinable from the repository: no execution receipts, logs or transcripts are committed, and this phase executed nothing.	absence of committed execution evidence; the phase is read-only by instruction
EV-U-002	UNRESOLVED	newly-established	Dockerfile			a6dee238b8a1251d8a2baf78cd9068c12934c3af	Whether `docker build` succeeds today is unknown; the hermetic contradiction (EV-C-008) shows the declared --network=none path cannot, but the networked path was not attempted.	no execution permitted in this phase
EV-U-003	UNRESOLVED	newly-established	authority-v2/proofs/capture-adversarial-test.py			fbeb8290ab08065d4eb99e11e19ee4a5818765c1	Whether the capture reference implementation actually withstands its adversarial suite is unknown here: the suite requires Linux with openat2 and was not run.	platform mismatch; no execution permitted
EV-U-004	UNRESOLVED	newly-established	<repo>				The correctness of the 29,204 published output artefacts as Greek law is outside the reach of any evidence in this repository; it is an institutional judgement, and the admission model itself names it out of scope.	explicit out-of-scope declaration in authority-v2/kernel/admission-model.sexp plus absence of any independent legal verification artefact
EV-U-005	UNRESOLVED	deepseek-retained	<repo>				The DeepSeek baseline's own eleven declared limitations (runtime behaviour, test outcomes, third-party internals, static data contents, external verifier correctness, build reproducibility, live network dependencies, omega benchmarks, Greek NLP accuracy, runtime constitutional enforcement, cockpit/web UI) are inherited unrelieved: nothing in this phase addressed any of them.	carried forward from the admitted WORKING-MEMORY.md; no contrary evidence produced
EV-U-006	UNRESOLVED	newly-established	<repo>				The number of os-exec seats in the system is not reconciled: the Phase-1A lane counted six uiop:run-program sites in source/ plus one sb-ext:run-program in docker/entrypoint.lisp, while deployment/collab/dialogue/0094-claude.md:82 declares nineteen. This phase did not resolve the discrepancy.	imported unresolved item from the Phase-1A dossier; not adjudicated here
EV-N-015	MECHANICALLY-PROVED	newly-established	authority-v2/genesis/conformance-check.py	82	84	a44753beefe69ea257fc83668d2dc4b45abc9c61	The conformance checker's C5 conjunct is a constant False with a fixed reason string; it performs no test. The 0/24 headline is therefore guaranteed by construction on that conjunct, though the other five conjuncts fail on their own filesystem evidence.	read of the conjunct implementation
EV-N-016	MECHANICALLY-PROVED	newly-established	authority-v2/genesis/out/legacy-adoption-certificate.unsigned.json			7b483f4ad90ad66a7e1ce623921e32d4ef8b867b	The sequence-0 adoption certificate records source_commit b26abbd68caf49481714288f06bfc2cb387ecdd2 — commit 5 of the 13-commit delta, eight commits behind the tree it ships in. Nothing reads the field back: only the generator writes it and the fixture copies it, so the staleness is undetectable by any mechanism in the repository.	read of the field, git log position of that commit, and a repository-wide search for readers
EV-D-004	MECHANICALLY-PROVED	newly-established	<repo>				The legacy namespace the genesis certificate binds is byte-identical across the whole delta: zero paths under output/, output_run1/ or releases/ changed between 57c0cd86 and e621dbe1, and none between b26abbd68 and e621dbe1. The archive root therefore remains materially valid despite the stale commit field.	git diff --name-only restricted to the three legacy namespace roots, over both commit pairs
EV-N-017	MECHANICALLY-PROVED	newly-established	authority-v2/tests/probe-producer-under-uid.lisp	30	32	473e83a0bda9f4ce991e88e64a2c39da9d6932b9	A second probe is dead in the same way: probe-producer-under-uid.lisp has no caller anywhere in the tree and funcalls the deleted RUN-ATTEST-RELEASE. Both dead probes are registered as helper in the census, so the census is complete over them while nothing can reach them.	repository-wide caller search across all twelve authority-v2 probes, and reading of the probe
EV-N-018	MECHANICALLY-PROVED	newly-established	source/paths.lisp	145	146	651d3a2852fc1bb373e13e4bc834239df43cce7e	The output-root consolidation misstates its own size, twice and differently. At the historical target the exact idiom (or (uiop:getenv "ORCHESTRATOR_OUTPUT_DIR") ...) occurs 17 times across six files, and the delta introduced exactly 17 orchestrator.paths:output-root call sites. paths.lisp:145 says the decision was scattered in five places; deployment/collab/dialogue/0125-claude.md says it united thirteen copies. Neither figure is 17.	occurrence count of the idiom at the historical target, plus a count of added output-root call sites in the delta, compared with both self-reports
EV-N-019	MECHANICALLY-PROVED	newly-established	authority-v2/LEVEL7-COMPLETION-MATRIX.sexp	117	122	00862595ad691d1ac0f2e1d80e2c7fd65a653a91	The matrix records a result the committed code cannot produce. Row 5 states 'producer-topology 24/0'. On a run with zero failures the checker emits exactly one assertion for the declared proof-runner exception, one per remaining service, two summary assertions and one per mutation: 1 + 5 + 2 + 9 = 17. docker-compose.yml declares exactly six services, and producer-topology-test.py contains exactly nine mutate() calls and two top-level summary assertions. A 24/0 result is therefore arithmetically impossible, and the collaboration record (STATE-OF-PLAY.md and dialogue/0125-claude.md) independently states 17/0 for the same run.	static enumeration of the checker's assertion sites and of the compose service list, compared with both recorded results
EV-V-018	MECHANICALLY-PROVED	newly-established	<repo>				Gate binding is an exact bijection at the declaration layer: the 36 declare-capability! sites name 25 distinct gates; all 25 are registered commands; and all 25 registered -gate commands are claimed by at least one capability. Four capabilities declare no gate at all. Exactly one command name is retired: --attest-release.	extraction of every declare-capability! :gate value and every register-command / retire-command! name, then set comparison in both directions
